"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29"
"364","Greater Boston","LITTLETON","HARWOOD STATION","244114002","7 TAYLOR ST","LITTLETON","MA","01460-1400","Jan-53","Landlord","1/1/2016","12/31/2020","P","P","Reimbursable","","1","5","BELL REALTY LLC","474 GREAT RD","","","LITTLETON","MA","14601290","1,517","4,983","$25,115.00 ","$16.56 ","$26,370.00 ","$17.38 "
"365","Greater Boston","LITTLETON","MAIN OFFICE","244114001","451 KING ST","LITTLETON","MA","01460-9998","Nov-66","USPS (Not Roof)","11/1/2006","10/31/2016","A","A","Reimbursable","","","","PARLMONT LIMITED","PARTNERSHIP","C/O ELAW CORPORATION","175 SUDBURY RD","CONCORD","MA","17423419","3,974","28,444","$81,648.00 ","$20.55 ","$87,000.00 ","$21.89 "
"366","Greater Boston","LOWELL","DOWNTOWN STATION","244148003","20 MARKET ST","LOWELL","MA","01852-9991","May-92","Landlord","5/1/2012","4/30/2017","A","A","None Specified","N","1","5","97 CENTRAL STREET LLC","C/O SCAFIDI JULIANO LLP","310 WASHINGTON ST STE 201","","WELLESLEY","MA","24814949","1,108","1,108","$14,490.00 ","$13.08 ","$16,550.00 ","$14.94 "
"367","Greater Boston","LOWELL","HIGHLAND STATION","244148006","1677 MIDDLESEX ST","LOWELL","MA","01851-9991","Jul-98","USPS","7/7/2013","7/6/2018","A","A","Percentage","","","","GORSOU REALTY CO LP","C/O THE MEG COMPANIES","25 ORCHARD VIEW DR","","LONDONDERRY","NH","30533376","2,044","2,400","$28,680.00 ","$14.03 ","$0.00 ","$0.00 "
"368","Greater Boston","LUNENBURG","MAIN POST OFFICE","244182002","945 MASSACHUSETTS AVE","LUNENBURG","MA","01462-9998","Jun-01","Landlord","6/15/2001","6/14/2021","P","P","Reimbursable","Y","2","10","LUNENBURG VLG RLTY INC","PO BOX 681","","","CONCORD","MA","17420681","5,008","79,180","$102,238.00 ","$20.41 ","$125,640.00 ","$25.09 "
"369","Greater Boston","LYNN","EAST LYNN STATION","244199005","245 MAPLE ST STE 1","LYNN","MA","01904-9998","Mar-50","Landlord","2/1/2014","1/31/2019","A","A","Percentage","","","","JOSEPH E DUNN","5731 FOXLAKE DR UNIT 5","","","NORTH FORT MYERS","FL","339175614","1,166","1,716","$18,204.00 ","$15.61 ","$0.00 ","$0.00 "
"370","Greater Boston","LYNN","NAHANT BRANCH","244199003","332 NAHANT RD STE 2","NAHANT","MA","01908-9998","Dec-56","Landlord","12/1/2014","11/30/2019","A","A","Percentage","","","","COBALT REALTY LLC","PO BOX 209","","","NAHANT","MA","19080209","1,455","3,025","$40,376.00 ","$27.75 ","$0.00 ","$0.00 "
"371","Greater Boston","LYNN","SAUGUS BR PKG-VEHICLE STG","244199007","437 LINCOLN AVE","SAUGUS","MA","01906-9998","","Landlord","7/1/2001","","X","Z","None Specified","","","","BOND PLACE TRUST","47 JACKSON ST","","","SAUGUS","MA","19063751","0","6,000","$6,000.00 ","$1.00 ","$0.00 ","$0.00 "
"372","Greater Boston","LYNN","SWAMPSCOTT BR","244201001","49 ELMWOOD RD","SWAMPSCOTT","MA","01907-9998","Feb-60","Landlord","2/1/2015","1/31/2020","A","A","Reimbursable","","1","5","WEST STREET EXCHANGE LLC","1000 MARKET ST","","","PORTSMOUTH","NH","38013358","4,434","19,813","$104,642.40 ","$23.60 ","$115,106.64 ","$25.96 "
"373","Greater Boston","LYNN","TEMP. PARKING AREA","244199010","BUFFUM STREET","LYNN","MA","01901-9998","","Landlord","10/1/1975","","X","A","None Specified","N","","","LYNN VMF LTD PRTNSHP","ROBERIC, INC SOLE GP","250 FIRST AVE STE 200","","NEEDHAM","MA","24942814","0","3,680","$1,200.00 ","$0.33 ","$0.00 ","$0.00 "
"374","Greater Boston","LYNN","VMF","244199002","100 BUFFUM ST","LYNN","MA","01902-9721","Dec-60","USPS","1/1/2011","12/31/2020","A","A","None Specified","N","","","LYNN VMF LTD PRTNSHP","ROBERIC, INC SOLE GP","250 FIRST AVE STE 200","","NEEDHAM","MA","24942814","10,138","20,031","$40,000.00 ","$3.95 ","$0.00 ","$0.00 "
"375","Greater Boston","LYNN","VMF EMPLOYEE PARKING","244199001","21 OXFORD & 45-59 BUFFUM STS","LYNN","MA","01901-9998","","USPS","2/1/2014","1/31/2019","X","Z","None Specified","","","","LUCKY STRIKE RCRTN INC","73 BUFFUM ST","","","LYNN","MA","19023965","0","16,372","$19,371.00 ","$1.18 ","$0.00 ","$0.00 "
"376","Greater Boston","LYNN","WEST LYNN STA PKG","244199012","51 SPENCER STREET","LYNN","MA","01905-9998","","USPS","4/1/2006","","X","Z","None Specified","","","","WEST LYNN ITALIAN","CIVIS ASSOC","51 SPENCER ST","","LYNN","MA","19052109","0","7,000","$8,400.00 ","$1.20 ","$0.00 ","$0.00 "
"377","Greater Boston","LYNN","WEST LYNN STATION","244202001","776 WESTERN AVE","LYNN","MA","01905-9997","Mar-52","USPS (Not Roof)","8/1/2012","7/31/2017","A","A","Reimbursable","","1","","WLPO REALTY LLC","86 HOLYOKE ST","","","LYNN","MA","19051455","5,543","20,614","$105,000.00 ","$18.94 ","$0.00 ","$0.00 "
"378","Greater Boston","LYNNFIELD","MAIN OFFICE","244220001","38 SUMMER ST","LYNNFIELD","MA","01940-9998","Jul-58","USPS (Not Roof)","7/1/2013","6/30/2018","A","A","Reimbursable","N","","","BARC REALTY LLC","785 WASHINGTON ST","","","CANTON","MA","20213016","2,604","7,422","$66,402.00 ","$25.50 ","$0.00 ","$0.00 "
"379","Greater Boston","LYNNFIELD","SOUTH LYNNFIELD-STA","244220003","598 SALEM ST","LYNNFIELD","MA","01940-9992","Jun-96","Landlord","6/1/2011","5/31/2016","A","A","None Specified","N","2","10","TOWN OF LYNNFIELD","ATTN SELECTMANS OFFICE","55 SUMMER ST","","LYNNFIELD","MA","19401823","2,808","5,508","$51,409.00 ","$18.31 ","$60,406.00 ","$21.51 "
"380","Greater Boston","MANCHAUG","MAIN OFFICE","244267001","359 MANCHAUG RD","MANCHAUG","MA","01526-9800","May-68","USPS (Not Roof)","10/1/2013","9/30/2018","A","A","Percentage","","1","5","TJJ DEVELOPMENT CORP","PO BOX 905","","","NORTHBRIDGE","MA","15340905","924","4,156","$11,616.00 ","$12.57 ","$12,777.00 ","$13.83 "
"381","Greater Boston","MANOMET","MAIN OFFICE","244301001","12 MANOMET POINT RD","MANOMET","MA","02345-9800","May-61","USPS (Not Roof)","7/1/2011","6/30/2016","A","A","None Specified","N","1","5","WILLIAM E PETRELL JR & PETER MUNCEY JR","AND PETER MUNCEY","MANOMET PLZ RLTY TRST","101R MAIN ST","KINGSTON","MA","23642252","3,439","36,000","$62,410.00 ","$18.15 ","$68,651.00 ","$19.96 "
"382","Greater Boston","MARSHFIELD","OCEAN BLUFF STATION","244386002","555 OCEAN ST","OCEAN BLUFF","MA","02065-9998","Mar-87","Landlord","3/1/2012","2/28/2017","A","A","None Specified","","","","PAUL J COVELL TRUSTEE","555 OCEAN STREET REALTY TRUST","PO BOX 2777","","OCEAN BLUFF","MA","20652777","1,200","1,200","$22,000.00 ","$18.33 ","$23,640.00 ","$19.70 "
"383","Greater Boston","MARSHFIELD HILLS","MAIN OFFICE","244403001","165 PROSPECT ST","MARSHFIELD HILLS","MA","02051-9801","Dec-56","Landlord","4/1/2015","3/31/2020","A","A","None Specified","","1","5","165 PROSPECT STREET LLC","16000 VENTURA BLVD SUITE 1102","","","ENCINO","CA","914362767","764","794","$14,990.00 ","$19.62 ","$16,039.00 ","$20.99 "
"384","Greater Boston","MARSTONS MILLS","MAIN OFFICE","244420002","40 RIVER RD","MARSTONS MILLS","MA","02648-9998","Apr-86","USPS","4/1/2016","3/31/2021","A","A","Percentage","","1","5","RJB MANAGEMENT LLC","ROBERT J BOTHWELL","41 SPARHAWK PATH","","MARSHFIELD","MA","20505713","3,360","43,601","$63,840.00 ","$19.00 ","$67,200.00 ","$20.00 "
"385","Greater Boston","MASHPEE","MAIN OFFICE","244437003","11 MARKET ST","MASHPEE","MA","02649-9998","Sep-87","USPS","12/1/2013","11/30/2018","A","A","Percentage","","1","5","MASHPEE COMMONS II LLC","C/O MASHPEE COMMONS LP","PO BOX 1530","","MASHPEE","MA","26491530","6,795","7,135","$166,477.50 ","$24.50 ","$186,484.80 ","$27.44 "
"386","Greater Boston","MAYNARD","MAIN OFFICE","244471001","143 MAIN ST","MAYNARD","MA","01754-9998","Mar-63","USPS (Not Roof)","3/1/2008","2/28/2018","A","A","Reimbursable","","","","MASS POSTAL HLDGS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","5,978","12,640","$97,500.00 ","$16.31 ","$0.00 ","$0.00 "
"387","Greater Boston","MEDFIELD","GROUND LSE","244488006","60 NORTH ST","MEDFIELD","MA","02052-9998","","USPS","2/1/1997","1/31/2047","Q","Z","None Specified","","","","TOWN OF MEDFIELD","ATTN EVELYN CLARK","459 MAIN ST","","MEDFIELD","MA","20522009","0","69,057","$80,042.33 ","$1.16 ","$0.00 ","$0.00 "
"388","Greater Boston","MEDFIELD","MAIN OFFICE","244488004","60 NORTH ST","MEDFIELD","MA","02052-9998","May-98","Landlord","5/20/1998","5/19/2028","P","Q","Reimbursable","N","","","WILLIAMSBURG CO INC","2071 WASHINGTON ST","","","HANOVER","MA","23391621","8,924","69,057","$137,000.00 ","$15.35 ","$0.00 ","$0.00 "
"389","Greater Boston","MEDWAY","MAIN OFFICE","244505001","115 MAIN ST","MEDWAY","MA","02053-9998","Sep-68","Landlord","9/1/2013","8/31/2018","A","A","Reimbursable","","1","5","CMR INVESTMENTS LLC","PO BOX 126","","","MEDWAY","MA","20530126","4,654","40,746","$76,230.00 ","$16.38 ","$83,853.00 ","$18.02 "
"390","Greater Boston","MEDWAY","VILLAGE STA.","244505002","137 VILLAGE ST","MEDWAY","MA","02053-9991","Nov-53","USPS (Not Roof)","8/1/2011","7/31/2016","A","A","None Specified","","1","5","JAGDISHBHAI C PATEL","SHILA J PATEL","9 BROAD ST","","MILFORD","MA","17573519","1,096","2,394","$15,680.00 ","$14.31 ","$16,360.00 ","$14.93 "
"391","Greater Boston","MENDON","MAIN OFFICE","244522001","12 MAPLE ST","MENDON","MA","01756-9998","Feb-55","Landlord","7/1/2012","6/30/2017","A","A","Percentage","N","","","MENDON VILLAGE LLC","2 STYMAST DR","","","MENDON","MA","17561078","4,127","4,207","$60,600.00 ","$14.68 ","$67,400.00 ","$16.33 "
"392","Greater Boston","MERRIMAC","MAIN OFFICE","244556003","79 E MAIN ST","MERRIMAC","MA","01860-9998","Apr-99","USPS (Not Roof)","4/1/1999","3/31/2019","P","P","Reimbursable","","","","SEVENTY-NINE EAST","MAIN STREET LLC","C/O WATERHOUSE RLTY TRST","8 CHURCH ST STE 2","MERRIMAC","MA","18601500","5,667","57,390","$81,000.00 ","$14.29 ","$0.00 ","$0.00 "
"393","Greater Boston","MIDDLEBORO","LAKEVILLE BRANCH","244574001","330 BEDFORD ST STE 8","LAKEVILLE","MA","02347-2100","Jun-89","USPS (Not Roof)","7/1/2014","6/30/2019","A","A","None Specified","N","","","SAVAS REALTY ASSOC","330 BEDFORD ST","","","LAKEVILLE","MA","23472107","1,520","1,684","$26,705.00 ","$17.57 ","$0.00 ","$0.00 "
"394","Greater Boston","MIDDLETON","MAIN OFFICE","244607001","41 S MAIN ST","MIDDLETON","MA","01949-9998","Oct-70","Landlord","10/1/2014","9/30/2019","A","A","None Specified","N","","","SANTANDER BANK","ATTN LEASE ADMINISTRATION","PO BOX 841003","","BOSTON","MA","22840003","2,970","20,450","$56,430.00 ","$19.00 ","$0.00 ","$0.00 "
"395","Greater Boston","MILLIS","MAIN OFFICE","244692001","1116 MAIN ST","MILLIS","MA","02054-9998","Sep-62","Landlord","9/1/2012","8/31/2017","A","A","Reimbursable","","","","NTABOS REALTY TRUST","PO BOX 67375","","","CHESTNUT HILL","MA","24670004","3,865","30,670","$77,809.50 ","$20.13 ","$0.00 ","$0.00 "
"396","Greater Boston","MILLVILLE","MAIN OFFICE","244726002","31 CENTRAL ST","MILLVILLE","MA","01529-9998","Sep-81","USPS","4/1/2015","3/31/2020","A","A","Reimbursable","","","","SANTO T TULUMELLO","PO BOX 700","","","MILLVILLE","MA","15290700","1,200","8,120","$19,950.00 ","$16.63 ","$0.00 ","$0.00 "
"397","Greater Boston","MONPONSETT","MAIN OFFICE","244760001","935 MONPONSETT ST","MONPONSETT","MA","02350-9800","Nov-61","Landlord","11/1/2011","10/31/2016","A","A","Reimbursable","","","","RYAN ROGERS","25 JOHN ST","","","QUINCY","MA","21712507","1,351","17,175","$21,500.00 ","$15.91 ","$23,642.00 ","$17.50 "
"398","Greater Boston","MONUMENT BEACH","MAIN OFFICE","244879001","436 SHORE RD","MONUMENT BEACH","MA","02553-9800","Jul-69","USPS","11/1/2014","10/31/2019","A","A","Percentage","","1","5","KRIJO REALTY TRUST","J FORD O'CONNOR TRUSTEE","PO BOX 699","","CATAUMENT","MA","25340699","1,840","6,040","$42,320.00 ","$23.00 ","$42,320.00 ","$23.00 "
"399","Greater Boston","NANTUCKET","CARRIER ANNEX","244998005","155 OLD SOUTH RD","NANTUCKET","MA","02554-9990","Mar-98","Landlord","3/1/1998","2/29/2028","P","P","Reimbursable","N","","","PCE NANTUCKET LLC","2 BOURBON ST","","","PEABODY","MA","19601384","5,196","36,307","$149,944.00 ","$28.86 ","$0.00 ","$0.00 "
"400","Greater Boston","NANTUCKET","EMPLOYEE TEMP LODGING","244998010","140 PLEASANT STREET","NANTUCKET","MA","02554-9998","Jul-07","Landlord","7/6/2012","","A","A","None Specified","","","","LMD INVESTMENT LLC","177 GOODHILL ROAD","","","WESTON","CT","68832312","1,440","1,440","$25,000.00 ","$17.36 ","$0.00 ","$0.00 "
"401","Greater Boston","NANTUCKET","GROUND LEASE","244998006","155 OLD SOUTH RD","NANTUCKET","MA","02554-2822","","USPS","4/1/1997","3/31/2027","X","A","None Specified","","2","10","NANTUCKET MEMORIAL","AIRPORT","30 MACY LN","","NANTUCKET","MA","25542831","0","108,921","$35,893.00 ","$0.33 ","$1.00 ","$0.00 "
"402","Greater Boston","NANTUCKET","SIASCONSET CLASS BRANCH","244998003","6 MAIN ST","SIASCONSET","MA","02564-9800","Mar-55","Landlord","1/1/2015","12/31/2019","A","A","Percentage","","","","BERNARD L COFFIN","& CAROL L COFFIN","PO BOX 1881","","NANTUCKET","MA","25541881","752","752","$47,564.00 ","$63.25 ","$0.00 ","$0.00 "
"403","Greater Boston","NANTUCKET","STATION 1 ","244998009","140-144 PLEASANT ST","NANTUCKET","MA","02554-9998","Jun-07","USPS (Not Roof)","6/21/2007","6/20/2027","A","A","","N","","","LMD INVESTMENT LLC","177 GOODHILL ROAD","","","WESTON","CT","68832312","4,196","106,500","$237,600.00 ","$56.63 ","$0.00 ","$0.00 "
"404","Greater Boston","NEW BRAINTREE","MAIN OFFICE","245066002","10 UTLEY RD","NEW BRAINTREE","MA","01531-9800","Jan-99","USPS (Not Roof)","2/1/2014","1/31/2019","A","A","None Specified","N","2","10","NEW BRAINTREE HISTRCL","SOCIETY INC","PO BOX 195","","NEW BRAINTREE","MA","15310195","1,396","6,196","$15,356.00 ","$11.00 ","$16,892.00 ","$12.10 "
"405","Greater Boston","NEWBURYPORT","SALISBURY BRANCH","245083003","6 ELM ST UNIT C","SALISBURY","MA","01952-9998","Aug-61","Landlord","6/1/2013","5/31/2018","A","A","","","1","5","EAST PARISH SALISBURY","BUILDING COMMITTEE","PO BOX 5109","","SALISBURY","MA","19520109","2,628","2,628","$44,520.00 ","$16.94 ","$46,746.00 ","$17.79 "
"406","Greater Boston","NORFOLK","MAIN OFFICE","245151002","208 MAIN ST","NORFOLK","MA","02056-9998","Feb-94","USPS (Not Roof)","2/1/2014","1/31/2019","A","A","None Specified","N","4","20","THE RAY PIONTEK AND","IRENE T PIONTEK REVOCABLE","TRUST DATED 2/26/2001","1061 SEENA AVE","LOS ALTOS","CA","940244924","2,959","66,779","$57,000.00 ","$19.26 ","$62,700.00 ","$21.19 "
"407","Greater Boston","NORTH ABINGTON ","NORTH ABINGTON STATION","245168004","24 BROCKTON AVE","ABINGTON","MA","02351-9991","Jul-81","USPS (Not Roof)","7/1/2011","6/30/2016","A","A","None Specified","N","1","5","CHRISTY J MIHOS","20 BROCKTON AVE LLC","C/O LEGACY PROP MGMT LLC","826 BELMONT ST STE 4","BROCKTON","MA","23015556","1,200","11,400","$9,000.00 ","$7.50 ","$9,000.00 ","$7.50 "
"408","Greater Boston","NORTH BILLERICA","MAIN OFFICE","245270001","95 BOSTON RD STE 5","NORTH BILLERICA","MA","01862-9998","Dec-72","Landlord","12/1/2006","11/30/2016","A","A","Percentage","","","","ANGELA ARVANITIS & OLGA PATOUCHEAS","TRUSTEES OF OA REALTY","17 SWEENEY RIDGE RD","","BEDFORD","MA","17301297","1,910","6,638","$28,797.50 ","$15.08 ","$38,688.00 ","$20.26 "
"409","Greater Boston","NORTH BROOKFIELD","MAIN POST OFFICE","245321002","357 N MAIN ST","NORTH BROOKFIELD","MA","01535-9998","Jun-01","Landlord","6/29/2001","6/28/2021","P","P","Reimbursable","Y","2","10","JOHN G OLERUD","ORE LLC","1539 E BRIARWOOD TER","","PHOENIX","AZ","850489412","2,979","40,000","$70,750.00 ","$23.75 ","$78,000.00 ","$26.18 "
"410","Greater Boston","NORTH CARVER","MAIN OFFICE","245338001","171 PLYMOUTH ST","NORTH CARVER","MA","02355-9800","Oct-61","USPS (Not Roof)","10/1/2011","9/30/2016","A","A","None Specified","","2","10","ICA REALTY TRUST","TIMOTHY THOMAS TRUSTEE","PO BOX 62","","NORTH CARVER","MA","23550062","598","2,422","$8,925.00 ","$14.92 ","$9,371.00 ","$15.67 "
"411","Greater Boston","NORTH CHATHAM","MAIN OFFICE","245355001","200 ORLEANS RD","NORTH CHATHAM","MA","02650-9998","Apr-59","Shared","4/1/2007","3/31/2017","A","A","Percentage","0","2","10","EDWARD J NOWIK","220 CROMESETT RD","","","WAREHAM","MA","25711750","1,456","1,456","$26,000.00 ","$17.86 ","$26,780.00 ","$18.39 "
"412","Greater Boston","NORTH CHELMSFORD","MAIN OFFICE","245372001","3 KENNEDY DR","NORTH CHELMSFORD","MA","01863-9998","Apr-63","USPS (Not Roof)","5/1/2013","4/30/2018","A","A","Reimbursable","","1","5","BOCA INVESTORS LLC","260 MILTON ST","","","DEDHAM","MA","20262913","3,484","22,000","$67,000.00 ","$19.23 ","$75,000.00 ","$21.53 "
"413","Greater Boston","NORTH EASTHAM","MAIN OFFICE","245423001","50 BRACKETT RD","NORTH EASTHAM","MA","02651-9800","May-69","Landlord","5/1/2014","4/30/2019","A","A","Percentage","","","","ALAN G VADNAIS FNDNG","BANK OF AMERICA","MA5-100-04-05","100 FEDERAL ST","BOSTON","MA","21101802","2,341","2,660","$53,800.00 ","$22.98 ","$0.00 ","$0.00 "
"414","Greater Boston","NORTH FALMOUTH","MAIN OFFICE","245474002","634 N FALMOUTH HWY","NORTH FALMOUTH","MA","02556-9998","Oct-84","USPS","10/1/2014","9/30/2019","A","A","None Specified","","1","5","CLIVE B GUMMOW","DIANE D GUMMOW","PO BOX 1140","","NORTH FALMOUTH","MA","25561140","3,173","27,168","$80,000.00 ","$25.21 ","$90,000.00 ","$28.36 "
"415","Greater Boston","NORTH GRAFTON","MAIN OFFICE","245508001","191 WORCESTER ST","NORTH GRAFTON","MA","01536-9998","Nov-65","Landlord","11/1/2012","10/31/2017","A","A","Reimbursable","","","","EDWARD K RENAUD JR","MARC A COTE","C/O MARC A COTE","600 CASS AVE","WOONSOCKET","RI","28954727","2,944","14,885","$38,000.00 ","$12.91 ","$49,900.00 ","$16.95 "
"416","Greater Boston","NORTH MARSHFIELD","MAIN OFFICE","245593001","647 HIGHLAND ST","NORTH MARSHFIELD","MA","02059-9800","Jun-55","Landlord","2/1/2014","1/31/2017","A","A","None Specified","","","","WILLIAM H DURANT","AND JULIANA K DURANT","PO BOX 186","","NORTH MARSHFIELD","MA","20590186","678","5,567","$12,916.00 ","$19.05 ","$14,000.00 ","$20.65 "
"417","Greater Boston","NORTH OXFORD","MAIN OFFICE","245627001","681 MAIN ST","NORTH OXFORD","MA","01537-9998","Jul-71","Landlord","7/1/2011","6/30/2016","A","A","None Specified","N","","","NORTH OXFORD GARNETTING","COMPANY INC","PO BOX 518","","NORTH OXFORD","MA","15370518","2,090","17,090","$28,700.00 ","$13.73 ","$31,570.00 ","$15.11 "
"418","Greater Boston","NORTH PEMBROKE","MAIN OFFICE","245644001","288 WASHINGTON ST","NORTH PEMBROKE","MA","02358-9801","Jul-55","USPS","10/1/2012","9/30/2017","A","A","Percentage","","1","5","STEPHEN E COSTELLO","DEBRA COSTELLO","367 BAY RD","","DUXBURY","MA","23325052","816","9,783","$10,817.00 ","$13.26 ","$11,350.00 ","$13.91 "
"419","Greater Boston","NORTH READING","MAIN OFFICE","245661001","174 PARK ST","NORTH READING","MA","01864-9998","Jun-65","USPS","6/1/2015","5/31/2020","A","A","Reimbursable","","1","5","BERT F DISTELBURGER","& CATHY DISTELBURGER","21 GEORGETOWN OVAL","","NEW CITY","NY","109566803","3,514","42,447","$65,009.00 ","$18.50 ","$71,509.90 ","$20.35 "
"420","Greater Boston","NORTH READING","MPO EMPLOYEE PARKING","245661004","105 HAVERHILL STREET","NORTH READING","MA","01864-9998","","Landlord","1/1/2007","","X","Z","None Specified","","","","TRINITY EVANGELICAL CHURCH","105 HAVERHILL ST","","","NORTH READING","MA","18642817","0","3,600","$3,600.00 ","$1.00 ","$0.00 ","$0.00 "
"421","Greater Boston","NORTH TRURO","MPO","245712003","1 HIGHLAND RD UNIT B","NORTH TRURO","MA","02652-9801","Jun-10","USPS","6/1/2010","5/31/2030","A","A","Percentage","","2","10","BLODGETT AVENUE LLC","C/O GINSBERG ASSET MGMT LLC","555 CONSTITUTION DR","","TAUNTON","MA","27807365","1,985","22,000","$96,500.00 ","$48.61 ","$103,000.00 ","$51.89 "
"422","Greater Boston","NORTH UXBRIDGE","MAIN OFFICE","245729001","298 N MAIN ST","NORTH UXBRIDGE","MA","01538-9800","Feb-57","Landlord","2/1/2013","1/31/2018","A","A","Reimbursable","","","","ZAPPELLA ONE REALTY TRUST","CAROLYN E ZAPPELLA, TRUSTEE","8907 LELY ISLAND CIRCLE","","NAPLES","FL","341132613","925","2,890","$12,543.00 ","$13.56 ","$10.00 ","$0.01 "
"423","Greater Boston","NORTHBRIDGE","MAIN OFFICE","245304002","76 SUTTON ST STE 2","NORTHBRIDGE","MA","01534-9998","Apr-97","Landlord","4/1/1997","3/31/2017","A","A","Percentage","N","","","J & S CAYA REALTY TRUST","76 SUTTON ST #10","","","NORTHBRIDGE","MA","15341002","3,000","13,450","$42,000.00 ","$14.00 ","$0.00 ","$0.00 "
"424","Greater Boston","NORWELL","MAIN OFFICE","245814002","18 DOVER ST","NORWELL","MA","02061-9998","Jan-97","Landlord","1/17/1997","1/16/2017","P","P","Reimbursable","Y","2","10","HEJ CORP","PO BOX 165","","","NORWELL","MA","20610165","6,938","58,315","$123,598.00 ","$17.81 ","$0.00 ","$0.00 "
"425","Greater Boston","NORWOOD","CARRIER PARKING II","245831003","46 GUILD STREET","NORWOOD","MA","02062-9998","","Landlord","2/1/2016","1/31/2021","X","Z","None Specified","","1","5","BROTHER REALTY PROP LLC","11 WALTERS RD","","","NORWOOD","MA","20622001","0","11,661","$37,320.00 ","$3.20 ","$38,000.00 ","$3.26 "
"426","Greater Boston","NUTTING LAKE","MAIN OFFICE","245848001","612 MIDDLESEX TPKE","NUTTING LAKE","MA","01865-9800","Jul-71","Landlord","11/1/2012","10/31/2017","A","A","Percentage","","","","ARLEX OIL CORP","275 MASSACHUSETTS AVE","","","LEXINGTON","MA","24204088","1,783","1,783","$37,656.00 ","$21.12 ","$41,045.00 ","$23.02 "
"427","Greater Boston","OAK BLUFFS","MAIN OFFICE","245865001","24E KENNEBEC AVE","OAK BLUFFS","MA","02557-9800","Jul-46","USPS (Not Roof)","8/1/2013","7/31/2018","A","A","Percentage","","","","THE BARMAKIAN REALTY TR","C/O LUKE BARMAKIAN","100 RESEARCH RD","","HINGHAM","MA","20434345","2,840","2,840","$74,400.00 ","$26.20 ","$0.00 ","$0.00 "
"428","Greater Boston","ONSET","MAIN OFFICE","245950001","214 ONSET AVE","ONSET","MA","02558-9800","Feb-58","USPS","1/1/2013","12/31/2017","A","A","Reimbursable","","","","GENERATIONAL INVESTMENTS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","2,288","5,343","$30,000.00 ","$13.11 ","$0.00 ","$0.00 "
"429","Greater Boston","ORLEANS","MAIN OFFICE","245984002","56 MAIN ST","ORLEANS","MA","02653-9998","Oct-78","Landlord","11/1/2013","10/31/2018","A","A","None Specified","","1","5","MAURICE FEIGENBAUM","FINELLE REALTY TRUST","ATTN: MAURY FEIGENBAUM","70 TOBEY LN","NORTH DARTMOUTH","MA","27473115","6,893","6,321","$128,807.00 ","$18.69 ","$144,264.00 ","$20.93 "
"430","Greater Boston","OSTERVILLE","MAIN OFFICE","246001001","42 WIANNO AVE","OSTERVILLE","MA","02655-9998","Nov-62","USPS (Not Roof)","12/1/2012","11/30/2017","A","A","Reimbursable","","","","FRANK A SULLIVAN","PO BOX 415","","","OSTERVILLE","MA","26550415","3,478","14,317","$80,000.00 ","$23.00 ","$86,000.00 ","$24.73 "
"431","Greater Boston","OXFORD","MAIN POST OFFICE","246035002","269 MAIN ST","OXFORD","MA","01540-9998","Nov-01","Landlord","11/1/2001","10/31/2021","P","P","Reimbursable","","3","15","MA CHU INC","PO BOX 325","","","OXFORD","MA","15400325","5,077","133,729","$114,123.28 ","$22.48 ","$121,344.00 ","$23.90 "
"432","Greater Boston","PAXTON","ANTENNA SITE","512756017","ASNEBUMSKIT RD","PAXTON","MA","01612-9998","","Landlord","11/1/2011","10/31/2016","X","Z","None Specified","","1","5","PINNACLE TOWERS","VIA CROWN CASTLE","2000 CORPORATE DR","","CANONSBURG","PA","153178564","0","1","$5,427.84 ","$5,427.84 ","$6,292.35 ","$6,292.35 "
"433","Greater Boston","PEABODY","DOWNTOWN STATION","246086006","13 WALLIS ST","PEABODY","MA","01960-9992","Jun-80","USPS (Not Roof)","9/1/2010","8/31/2020","A","A","Percentage","","1","10","REGENCY REALTY TRUST","ALFRED DIMAMBRO TRUSTEE","PO BOX 708","","PEABODY","MA","19600708","1,886","10,978","$37,720.00 ","$20.00 ","$0.00 ","$0.00 "
"434","Greater Boston","PEABODY","INSPECTION SVC ANTENNA","512756361","100 LAKELAND PARK DR","PEABODY","MA","01960-3835","","USPS","10/1/2012","9/30/2017","X","Z","None Specified","","2","10","AMERICAN TOWER LP","10 PRESIDENTIAL WAY","","","WOBURN","MA","18011053","0","48","$14,234.84 ","$296.56 ","$17,318.86 ","$360.81 "
"435","Greater Boston","PEABODY","WEST PEABODY STA.","246086001","637 LOWELL ST STE 4","PEABODY","MA","01960-9991","Sep-73","Landlord","9/1/2014","8/31/2019","A","A","None Specified","","","","MEC PEABODY ASSOC LP","C/O SR WEINER & ASSOC INC","1330 BOYLSTON ST STE 212","","CHESTNUT HILL","MA","24672180","782","1,402","$15,820.00 ","$20.23 ","$0.00 ","$0.00 "
